Country,Event month,Event Type,Fatalities
Vatican City,2023-11-01,Violence against civilians,0
Faroe Islands,2023-11-01,Battles,0
Faroe Islands,2023-11-01,Explosions/Remote violence,0
Faroe Islands,2023-11-01,Protests,0
Faroe Islands,2023-11-01,Riots,0
Faroe Islands,2023-11-01,Strategic developments,0
Faroe Islands,2023-11-01,Violence against civilians,0
Tokelau,2023-11-01,Battles,0
Tokelau,2023-11-01,Explosions/Remote violence,0
Tokelau,2023-11-01,Protests,0
Tokelau,2023-11-01,Riots,0
Tokelau,2023-11-01,Strategic developments,0
Tokelau,2023-11-01,Violence against civilians,0
Niue,2023-11-01,Battles,0
Niue,2023-11-01,Explosions/Remote violence,0
Niue,2023-11-01,Protests,0
Niue,2023-11-01,Riots,0
Niue,2023-11-01,Strategic developments,0
Niue,2023-11-01,Violence against civilians,0
Marshall Islands,2023-11-01,Battles,0
Marshall Islands,2023-11-01,Explosions/Remote violence,0
Marshall Islands,2023-11-01,Protests,0
Marshall Islands,2023-11-01,Riots,0
Marshall Islands,2023-11-01,Strategic developments,0
Marshall Islands,2023-11-01,Violence against civilians,0
Brunei,2023-11-01,Battles,0
Brunei,2023-11-01,Explosions/Remote violence,0
Brunei,2023-11-01,Protests,0
Brunei,2023-11-01,Riots,0
Brunei,2023-11-01,Strategic developments,0
Brunei,2023-11-01,Violence against civilians,0
Tuvalu,2023-11-01,Battles,0
Tuvalu,2023-11-01,Explosions/Remote violence,0
Tuvalu,2023-11-01,Protests,0
Tuvalu,2023-11-01,Riots,0
Tuvalu,2023-11-01,Strategic developments,0
Tuvalu,2023-11-01,Violence against civilians,0
Afghanistan,2023-12-01,Battles,32
Afghanistan,2023-12-01,Explosions/Remote violence,0
Afghanistan,2023-12-01,Protests,0
Afghanistan,2023-12-01,Riots,2
Afghanistan,2023-12-01,Strategic developments,10
Afghanistan,2023-12-01,Violence against civilians,23
Algeria,2023-12-01,Battles,0
Algeria,2023-12-01,Explosions/Remote violence,0
Algeria,2023-12-01,Protests,0
Algeria,2023-12-01,Riots,0
Algeria,2023-12-01,Strategic developments,0
Algeria,2023-12-01,Violence against civilians,0
Azerbaijan,2023-12-01,Battles,0
Azerbaijan,2023-12-01,Explosions/Remote violence,0
Azerbaijan,2023-12-01,Protests,0
Azerbaijan,2023-12-01,Riots,0
Azerbaijan,2023-12-01,Strategic developments,0
Azerbaijan,2023-12-01,Violence against civilians,0
Bangladesh,2023-12-01,Battles,4
Bangladesh,2023-12-01,Explosions/Remote violence,0
Bangladesh,2023-12-01,Protests,0
Bangladesh,2023-12-01,Riots,12
Bangladesh,2023-12-01,Strategic developments,5
Bangladesh,2023-12-01,Violence against civilians,17
Belize,2023-12-01,Battles,1
Belize,2023-12-01,Explosions/Remote violence,0
Belize,2023-12-01,Protests,0
Belize,2023-12-01,Riots,0
Belize,2023-12-01,Strategic developments,0
Belize,2023-12-01,Violence against civilians,5
Benin,2023-12-01,Battles,6
Benin,2023-12-01,Explosions/Remote violence,6
Benin,2023-12-01,Protests,0
Benin,2023-12-01,Riots,5
Benin,2023-12-01,Strategic developments,0
Benin,2023-12-01,Violence against civilians,4
Brazil,2023-12-01,Battles,286
Brazil,2023-12-01,Explosions/Remote violence,0
Brazil,2023-12-01,Protests,0
Brazil,2023-12-01,Riots,5
Brazil,2023-12-01,Strategic developments,0
Brazil,2023-12-01,Violence against civilians,281
Burkina Faso,2023-12-01,Battles,397
Burkina Faso,2023-12-01,Explosions/Remote violence,349
Burkina Faso,2023-12-01,Protests,0
Burkina Faso,2023-12-01,Riots,1
Burkina Faso,2023-12-01,Strategic developments,0
Burkina Faso,2023-12-01,Violence against civilians,103
Burundi,2023-12-01,Battles,40
Burundi,2023-12-01,Explosions/Remote violence,0
Burundi,2023-12-01,Protests,0
Burundi,2023-12-01,Riots,2
Burundi,2023-12-01,Strategic developments,0
Burundi,2023-12-01,Violence against civilians,7
Cameroon,2023-12-01,Battles,121
Cameroon,2023-12-01,Explosions/Remote violence,11
Cameroon,2023-12-01,Protests,0
Cameroon,2023-12-01,Riots,20
Cameroon,2023-12-01,Strategic developments,1
Cameroon,2023-12-01,Violence against civilians,101
Central African Republic,2023-12-01,Battles,55
Central African Republic,2023-12-01,Explosions/Remote violence,4
Central African Republic,2023-12-01,Protests,0
Central African Republic,2023-12-01,Riots,0
Central African Republic,2023-12-01,Strategic developments,0
Central African Republic,2023-12-01,Violence against civilians,15
Chad,2023-12-01,Battles,0
Chad,2023-12-01,Explosions/Remote violence,0
Chad,2023-12-01,Protests,0
Chad,2023-12-01,Riots,0
Chad,2023-12-01,Strategic developments,0
Chad,2023-12-01,Violence against civilians,1
Chile,2023-12-01,Battles,0
Chile,2023-12-01,Explosions/Remote violence,0
Chile,2023-12-01,Protests,0
Chile,2023-12-01,Riots,0
Chile,2023-12-01,Strategic developments,0
Chile,2023-12-01,Violence against civilians,0
Colombia,2023-12-01,Battles,24
Colombia,2023-12-01,Explosions/Remote violence,1
Colombia,2023-12-01,Protests,0
Colombia,2023-12-01,Riots,1
Colombia,2023-12-01,Strategic developments,0
Colombia,2023-12-01,Violence against civilians,155
Democratic Republic of Congo,2023-12-01,Battles,67
Democratic Republic of Congo,2023-12-01,Explosions/Remote violence,5
Democratic Republic of Congo,2023-12-01,Protests,0
Democratic Republic of Congo,2023-12-01,Riots,16
Democratic Republic of Congo,2023-12-01,Strategic developments,0
Democratic Republic of Congo,2023-12-01,Violence against civilians,161
Egypt,2023-12-01,Battles,0
Egypt,2023-12-01,Explosions/Remote violence,0
Egypt,2023-12-01,Protests,0
Egypt,2023-12-01,Riots,0
Egypt,2023-12-01,Strategic developments,0
Egypt,2023-12-01,Violence against civilians,0
El Salvador,2023-12-01,Battles,0
El Salvador,2023-12-01,Explosions/Remote violence,0
El Salvador,2023-12-01,Protests,0
El Salvador,2023-12-01,Riots,0
El Salvador,2023-12-01,Strategic developments,0
El Salvador,2023-12-01,Violence against civilians,1
Ethiopia,2023-12-01,Battles,199
Ethiopia,2023-12-01,Explosions/Remote violence,77
Ethiopia,2023-12-01,Protests,0
Ethiopia,2023-12-01,Riots,0
Ethiopia,2023-12-01,Strategic developments,0
Ethiopia,2023-12-01,Violence against civilians,120
Greece,2023-12-01,Battles,0
Greece,2023-12-01,Explosions/Remote violence,0
Greece,2023-12-01,Protests,0
Greece,2023-12-01,Riots,0
Greece,2023-12-01,Strategic developments,0
Greece,2023-12-01,Violence against civilians,0
Guatemala,2023-12-01,Battles,1
Guatemala,2023-12-01,Explosions/Remote violence,0
Guatemala,2023-12-01,Protests,0
Guatemala,2023-12-01,Riots,0
Guatemala,2023-12-01,Strategic developments,0
Guatemala,2023-12-01,Violence against civilians,22
Guyana,2023-12-01,Battles,0
Guyana,2023-12-01,Explosions/Remote violence,0
Guyana,2023-12-01,Protests,0
Guyana,2023-12-01,Riots,0
Guyana,2023-12-01,Strategic developments,0
Guyana,2023-12-01,Violence against civilians,0
Haiti,2023-12-01,Battles,51
Haiti,2023-12-01,Explosions/Remote violence,0
Haiti,2023-12-01,Protests,0
Haiti,2023-12-01,Riots,0
Haiti,2023-12-01,Strategic developments,0
Haiti,2023-12-01,Violence against civilians,39
Honduras,2023-12-01,Battles,0
Honduras,2023-12-01,Explosions/Remote violence,0
Honduras,2023-12-01,Protests,0
Honduras,2023-12-01,Riots,0
Honduras,2023-12-01,Strategic developments,0
Honduras,2023-12-01,Violence against civilians,28
India,2023-12-01,Battles,43
India,2023-12-01,Explosions/Remote violence,2
India,2023-12-01,Protests,0
India,2023-12-01,Riots,13
India,2023-12-01,Strategic developments,0
India,2023-12-01,Violence against civilians,31
Indonesia,2023-12-01,Battles,2
Indonesia,2023-12-01,Explosions/Remote violence,0
Indonesia,2023-12-01,Protests,0
Indonesia,2023-12-01,Riots,3
Indonesia,2023-12-01,Strategic developments,0
Indonesia,2023-12-01,Violence against civilians,1
Iran,2023-12-01,Battles,20
Iran,2023-12-01,Explosions/Remote violence,1
Iran,2023-12-01,Protests,0
Iran,2023-12-01,Riots,0
Iran,2023-12-01,Strategic developments,3
Iran,2023-12-01,Violence against civilians,5
Iraq,2023-12-01,Battles,40
Iraq,2023-12-01,Explosions/Remote violence,40
Iraq,2023-12-01,Protests,0
Iraq,2023-12-01,Riots,0
Iraq,2023-12-01,Strategic developments,0
Iraq,2023-12-01,Violence against civilians,12
Jamaica,2023-12-01,Battles,8
Jamaica,2023-12-01,Explosions/Remote violence,0
Jamaica,2023-12-01,Protests,0
Jamaica,2023-12-01,Riots,0
Jamaica,2023-12-01,Strategic developments,0
Jamaica,2023-12-01,Violence against civilians,21
Kenya,2023-12-01,Battles,18
Kenya,2023-12-01,Explosions/Remote violence,4
Kenya,2023-12-01,Protests,0
Kenya,2023-12-01,Riots,21
Kenya,2023-12-01,Strategic developments,0
Kenya,2023-12-01,Violence against civilians,16
Lebanon,2023-12-01,Battles,0
Lebanon,2023-12-01,Explosions/Remote violence,54
Lebanon,2023-12-01,Protests,0
Lebanon,2023-12-01,Riots,0
Lebanon,2023-12-01,Strategic developments,0
Lebanon,2023-12-01,Violence against civilians,1
Libya,2023-12-01,Battles,1
Libya,2023-12-01,Explosions/Remote violence,0
Libya,2023-12-01,Protests,0
Libya,2023-12-01,Riots,0
Libya,2023-12-01,Strategic developments,0
Libya,2023-12-01,Violence against civilians,1
Madagascar,2023-12-01,Battles,41
Madagascar,2023-12-01,Explosions/Remote violence,0
Madagascar,2023-12-01,Protests,0
Madagascar,2023-12-01,Riots,3
Madagascar,2023-12-01,Strategic developments,0
Madagascar,2023-12-01,Violence against civilians,3
Mali,2023-12-01,Battles,168
Mali,2023-12-01,Explosions/Remote violence,95
Mali,2023-12-01,Protests,0
Mali,2023-12-01,Riots,0
Mali,2023-12-01,Strategic developments,0
Mali,2023-12-01,Violence against civilians,187
Mexico,2023-12-01,Battles,118
Mexico,2023-12-01,Explosions/Remote violence,1
Mexico,2023-12-01,Protests,0
Mexico,2023-12-01,Riots,20
Mexico,2023-12-01,Strategic developments,0
Mexico,2023-12-01,Violence against civilians,387
Mozambique,2023-12-01,Battles,18
Mozambique,2023-12-01,Explosions/Remote violence,0
Mozambique,2023-12-01,Protests,1
Mozambique,2023-12-01,Riots,8
Mozambique,2023-12-01,Strategic developments,0
Mozambique,2023-12-01,Violence against civilians,3
Myanmar,2023-12-01,Battles,844
Myanmar,2023-12-01,Explosions/Remote violence,260
Myanmar,2023-12-01,Protests,0
Myanmar,2023-12-01,Riots,2
Myanmar,2023-12-01,Strategic developments,0
Myanmar,2023-12-01,Violence against civilians,116
Niger,2023-12-01,Battles,14
Niger,2023-12-01,Explosions/Remote violence,193
Niger,2023-12-01,Protests,0
Niger,2023-12-01,Riots,0
Niger,2023-12-01,Strategic developments,0
Niger,2023-12-01,Violence against civilians,30
Nigeria,2023-12-01,Battles,349
Nigeria,2023-12-01,Explosions/Remote violence,197
Nigeria,2023-12-01,Protests,2
Nigeria,2023-12-01,Riots,8
Nigeria,2023-12-01,Strategic developments,0
Nigeria,2023-12-01,Violence against civilians,285
Pakistan,2023-12-01,Battles,120
Pakistan,2023-12-01,Explosions/Remote violence,11
Pakistan,2023-12-01,Protests,0
Pakistan,2023-12-01,Riots,4
Pakistan,2023-12-01,Strategic developments,2
Pakistan,2023-12-01,Violence against civilians,47
Palestine,2023-12-01,Battles,947
Palestine,2023-12-01,Explosions/Remote violence,5983
Palestine,2023-12-01,Protests,0
Palestine,2023-12-01,Riots,9
Palestine,2023-12-01,Strategic developments,1
Palestine,2023-12-01,Violence against civilians,58
Peru,2023-12-01,Battles,0
Peru,2023-12-01,Explosions/Remote violence,0
Peru,2023-12-01,Protests,0
Peru,2023-12-01,Riots,0
Peru,2023-12-01,Strategic developments,0
Peru,2023-12-01,Violence against civilians,9
Philippines,2023-12-01,Battles,76
Philippines,2023-12-01,Explosions/Remote violence,13
Philippines,2023-12-01,Protests,0
Philippines,2023-12-01,Riots,0
Philippines,2023-12-01,Strategic developments,0
Philippines,2023-12-01,Violence against civilians,25
Puerto Rico,2023-12-01,Battles,1
Puerto Rico,2023-12-01,Explosions/Remote violence,0
Puerto Rico,2023-12-01,Protests,0
Puerto Rico,2023-12-01,Riots,0
Puerto Rico,2023-12-01,Strategic developments,0
Puerto Rico,2023-12-01,Violence against civilians,12
Russia,2023-12-01,Battles,0
Russia,2023-12-01,Explosions/Remote violence,32
Russia,2023-12-01,Protests,0
Russia,2023-12-01,Riots,0
Russia,2023-12-01,Strategic developments,0
Russia,2023-12-01,Violence against civilians,1
Rwanda,2023-12-01,Battles,0
Rwanda,2023-12-01,Explosions/Remote violence,0
Rwanda,2023-12-01,Protests,0
Rwanda,2023-12-01,Riots,0
Rwanda,2023-12-01,Strategic developments,0
Rwanda,2023-12-01,Violence against civilians,0
Senegal,2023-12-01,Battles,0
Senegal,2023-12-01,Explosions/Remote violence,4
Senegal,2023-12-01,Protests,0
Senegal,2023-12-01,Riots,0
Senegal,2023-12-01,Strategic developments,0
Senegal,2023-12-01,Violence against civilians,0
Sierra Leone,2023-12-01,Battles,0
Sierra Leone,2023-12-01,Explosions/Remote violence,0
Sierra Leone,2023-12-01,Protests,0
Sierra Leone,2023-12-01,Riots,0
Sierra Leone,2023-12-01,Strategic developments,0
Sierra Leone,2023-12-01,Violence against civilians,1
Somalia,2023-12-01,Battles,458
Somalia,2023-12-01,Explosions/Remote violence,110
Somalia,2023-12-01,Protests,0
Somalia,2023-12-01,Riots,0
Somalia,2023-12-01,Strategic developments,0
Somalia,2023-12-01,Violence against civilians,20
South Sudan,2023-12-01,Battles,12
South Sudan,2023-12-01,Explosions/Remote violence,0
South Sudan,2023-12-01,Protests,0
South Sudan,2023-12-01,Riots,0
South Sudan,2023-12-01,Strategic developments,0
South Sudan,2023-12-01,Violence against civilians,12
Sudan,2023-12-01,Battles,271
Sudan,2023-12-01,Explosions/Remote violence,240
Sudan,2023-12-01,Protests,0
Sudan,2023-12-01,Riots,0
Sudan,2023-12-01,Strategic developments,0
Sudan,2023-12-01,Violence against civilians,230
Syria,2023-12-01,Battles,211
Syria,2023-12-01,Explosions/Remote violence,254
Syria,2023-12-01,Protests,0
Syria,2023-12-01,Riots,0
Syria,2023-12-01,Strategic developments,0
Syria,2023-12-01,Violence against civilians,68
Thailand,2023-12-01,Battles,15
Thailand,2023-12-01,Explosions/Remote violence,0
Thailand,2023-12-01,Protests,0
Thailand,2023-12-01,Riots,0
Thailand,2023-12-01,Strategic developments,0
Thailand,2023-12-01,Violence against civilians,0
Trinidad and Tobago,2023-12-01,Battles,9
Trinidad and Tobago,2023-12-01,Explosions/Remote violence,0
Trinidad and Tobago,2023-12-01,Protests,0
Trinidad and Tobago,2023-12-01,Riots,0
Trinidad and Tobago,2023-12-01,Strategic developments,0
Trinidad and Tobago,2023-12-01,Violence against civilians,17
Turkey,2023-12-01,Battles,7
Turkey,2023-12-01,Explosions/Remote violence,0
Turkey,2023-12-01,Protests,0
Turkey,2023-12-01,Riots,0
Turkey,2023-12-01,Strategic developments,0
Turkey,2023-12-01,Violence against civilians,0
Uganda,2023-12-01,Battles,7
Uganda,2023-12-01,Explosions/Remote violence,0
Uganda,2023-12-01,Protests,0
Uganda,2023-12-01,Riots,8
Uganda,2023-12-01,Strategic developments,0
Uganda,2023-12-01,Violence against civilians,23
Ukraine,2023-12-01,Battles,2686
Ukraine,2023-12-01,Explosions/Remote violence,624
Ukraine,2023-12-01,Protests,0
Ukraine,2023-12-01,Riots,0
Ukraine,2023-12-01,Strategic developments,0
Ukraine,2023-12-01,Violence against civilians,4
Venezuela,2023-12-01,Battles,22
Venezuela,2023-12-01,Explosions/Remote violence,0
Venezuela,2023-12-01,Protests,0
Venezuela,2023-12-01,Riots,0
Venezuela,2023-12-01,Strategic developments,0
Venezuela,2023-12-01,Violence against civilians,15
Yemen,2023-12-01,Battles,84
Yemen,2023-12-01,Explosions/Remote violence,33
Yemen,2023-12-01,Protests,0
Yemen,2023-12-01,Riots,2
Yemen,2023-12-01,Strategic developments,1
Yemen,2023-12-01,Violence against civilians,23
Zambia,2023-12-01,Battles,0
Zambia,2023-12-01,Explosions/Remote violence,0
Zambia,2023-12-01,Protests,0
Zambia,2023-12-01,Riots,0
Zambia,2023-12-01,Strategic developments,0
Zambia,2023-12-01,Violence against civilians,0
Armenia,2023-12-01,Battles,1
Armenia,2023-12-01,Explosions/Remote violence,0
Armenia,2023-12-01,Protests,0
Armenia,2023-12-01,Riots,0
Armenia,2023-12-01,Strategic developments,0
Armenia,2023-12-01,Violence against civilians,0
Djibouti,2023-12-01,Battles,0
Djibouti,2023-12-01,Explosions/Remote violence,0
Djibouti,2023-12-01,Protests,0
Djibouti,2023-12-01,Riots,10
Djibouti,2023-12-01,Strategic developments,0
Djibouti,2023-12-01,Violence against civilians,0
Mauritania,2023-12-01,Battles,0
Mauritania,2023-12-01,Explosions/Remote violence,0
Mauritania,2023-12-01,Protests,0
Mauritania,2023-12-01,Riots,0
Mauritania,2023-12-01,Strategic developments,0
Mauritania,2023-12-01,Violence against civilians,0
Morocco,2023-12-01,Battles,0
Morocco,2023-12-01,Explosions/Remote violence,8
Morocco,2023-12-01,Protests,0
Morocco,2023-12-01,Riots,0
Morocco,2023-12-01,Strategic developments,0
Morocco,2023-12-01,Violence against civilians,0
Nepal,2023-12-01,Battles,0
Nepal,2023-12-01,Explosions/Remote violence,0
Nepal,2023-12-01,Protests,0
Nepal,2023-12-01,Riots,3
Nepal,2023-12-01,Strategic developments,0
Nepal,2023-12-01,Violence against civilians,1
Saudi Arabia,2023-12-01,Battles,0
Saudi Arabia,2023-12-01,Explosions/Remote violence,0
Saudi Arabia,2023-12-01,Protests,0
Saudi Arabia,2023-12-01,Riots,0
Saudi Arabia,2023-12-01,Strategic developments,0
Saudi Arabia,2023-12-01,Violence against civilians,0
Tunisia,2023-12-01,Battles,3
Tunisia,2023-12-01,Explosions/Remote violence,0
Tunisia,2023-12-01,Protests,0
Tunisia,2023-12-01,Riots,0
Tunisia,2023-12-01,Strategic developments,0
Tunisia,2023-12-01,Violence against civilians,0
United States,2023-12-01,Battles,0
United States,2023-12-01,Explosions/Remote violence,0
United States,2023-12-01,Protests,0
United States,2023-12-01,Riots,0
United States,2023-12-01,Strategic developments,0
United States,2023-12-01,Violence against civilians,3
Albania,2023-12-01,Battles,0
Albania,2023-12-01,Explosions/Remote violence,0
Albania,2023-12-01,Protests,0
Albania,2023-12-01,Riots,0
Albania,2023-12-01,Strategic developments,0
Albania,2023-12-01,Violence against civilians,0
Andorra,2023-12-01,Battles,0
Andorra,2023-12-01,Explosions/Remote violence,0
Andorra,2023-12-01,Protests,0
Andorra,2023-12-01,Riots,0
Andorra,2023-12-01,Strategic developments,0
Andorra,2023-12-01,Violence against civilians,0
Angola,2023-12-01,Battles,0
Angola,2023-12-01,Explosions/Remote violence,0
Angola,2023-12-01,Protests,0
Angola,2023-12-01,Riots,0
Angola,2023-12-01,Strategic developments,2
Angola,2023-12-01,Violence against civilians,0
Argentina,2023-12-01,Battles,0
Argentina,2023-12-01,Explosions/Remote violence,0
Argentina,2023-12-01,Protests,0
Argentina,2023-12-01,Riots,0
Argentina,2023-12-01,Strategic developments,0
Argentina,2023-12-01,Violence against civilians,0
Australia,2023-12-01,Battles,0
Australia,2023-12-01,Explosions/Remote violence,0
Australia,2023-12-01,Protests,0
Australia,2023-12-01,Riots,0
Australia,2023-12-01,Strategic developments,0
Australia,2023-12-01,Violence against civilians,0
Austria,2023-12-01,Battles,0
Austria,2023-12-01,Explosions/Remote violence,0
Austria,2023-12-01,Protests,0
Austria,2023-12-01,Riots,0
Austria,2023-12-01,Strategic developments,0
Austria,2023-12-01,Violence against civilians,0
Bahrain,2023-12-01,Battles,0
Bahrain,2023-12-01,Explosions/Remote violence,0
Bahrain,2023-12-01,Protests,0
Bahrain,2023-12-01,Riots,0
Bahrain,2023-12-01,Strategic developments,0
Bahrain,2023-12-01,Violence against civilians,0
Belarus,2023-12-01,Battles,0
Belarus,2023-12-01,Explosions/Remote violence,0
Belarus,2023-12-01,Protests,0
