Country,Event month,Event Type,Events
Cook Islands,2023-07-01,Explosions/Remote violence,0
Cook Islands,2023-07-01,Protests,0
Cook Islands,2023-07-01,Riots,0
Cook Islands,2023-07-01,Strategic developments,0
Cook Islands,2023-07-01,Violence against civilians,0
Saint Pierre and Miquelon,2023-07-01,Battles,0
Saint Pierre and Miquelon,2023-07-01,Explosions/Remote violence,0
Saint Pierre and Miquelon,2023-07-01,Protests,0
Saint Pierre and Miquelon,2023-07-01,Riots,0
Saint Pierre and Miquelon,2023-07-01,Strategic developments,0
Saint Pierre and Miquelon,2023-07-01,Violence against civilians,0
Kiribati,2023-07-01,Battles,0
Kiribati,2023-07-01,Explosions/Remote violence,0
Kiribati,2023-07-01,Protests,0
Kiribati,2023-07-01,Riots,0
Kiribati,2023-07-01,Strategic developments,0
Kiribati,2023-07-01,Violence against civilians,0
Montserrat,2023-07-01,Battles,0
Montserrat,2023-07-01,Explosions/Remote violence,0
Montserrat,2023-07-01,Protests,0
Montserrat,2023-07-01,Riots,0
Montserrat,2023-07-01,Strategic developments,0
Montserrat,2023-07-01,Violence against civilians,0
British Virgin Islands,2023-07-01,Battles,0
British Virgin Islands,2023-07-01,Explosions/Remote violence,0
British Virgin Islands,2023-07-01,Protests,0
British Virgin Islands,2023-07-01,Riots,0
British Virgin Islands,2023-07-01,Strategic developments,0
British Virgin Islands,2023-07-01,Violence against civilians,0
Nauru,2023-07-01,Battles,0
Nauru,2023-07-01,Explosions/Remote violence,0
Nauru,2023-07-01,Protests,0
Nauru,2023-07-01,Riots,0
Nauru,2023-07-01,Strategic developments,0
Nauru,2023-07-01,Violence against civilians,0
Saint Kitts and Nevis,2023-07-01,Battles,0
Saint Kitts and Nevis,2023-07-01,Explosions/Remote violence,0
Saint Kitts and Nevis,2023-07-01,Protests,0
Saint Kitts and Nevis,2023-07-01,Riots,0
Saint Kitts and Nevis,2023-07-01,Strategic developments,0
Saint Kitts and Nevis,2023-07-01,Violence against civilians,0
Cayman Islands,2023-07-01,Battles,0
Cayman Islands,2023-07-01,Explosions/Remote violence,0
Cayman Islands,2023-07-01,Protests,0
Cayman Islands,2023-07-01,Riots,0
Cayman Islands,2023-07-01,Strategic developments,1
Cayman Islands,2023-07-01,Violence against civilians,0
Vatican City,2023-07-01,Battles,0
Vatican City,2023-07-01,Explosions/Remote violence,0
Vatican City,2023-07-01,Protests,1
Vatican City,2023-07-01,Riots,0
Vatican City,2023-07-01,Strategic developments,0
Vatican City,2023-07-01,Violence against civilians,0
Faroe Islands,2023-07-01,Battles,0
Faroe Islands,2023-07-01,Explosions/Remote violence,0
Faroe Islands,2023-07-01,Protests,1
Faroe Islands,2023-07-01,Riots,0
Faroe Islands,2023-07-01,Strategic developments,0
Faroe Islands,2023-07-01,Violence against civilians,0
Tokelau,2023-07-01,Battles,0
Tokelau,2023-07-01,Explosions/Remote violence,0
Tokelau,2023-07-01,Protests,0
Tokelau,2023-07-01,Riots,0
Tokelau,2023-07-01,Strategic developments,0
Tokelau,2023-07-01,Violence against civilians,0
Niue,2023-07-01,Battles,0
Niue,2023-07-01,Explosions/Remote violence,0
Niue,2023-07-01,Protests,0
Niue,2023-07-01,Riots,0
Niue,2023-07-01,Strategic developments,0
Niue,2023-07-01,Violence against civilians,0
Marshall Islands,2023-07-01,Battles,0
Marshall Islands,2023-07-01,Explosions/Remote violence,0
Marshall Islands,2023-07-01,Protests,0
Marshall Islands,2023-07-01,Riots,0
Marshall Islands,2023-07-01,Strategic developments,0
Marshall Islands,2023-07-01,Violence against civilians,0
Brunei,2023-07-01,Battles,0
Brunei,2023-07-01,Explosions/Remote violence,0
Brunei,2023-07-01,Protests,0
Brunei,2023-07-01,Riots,0
Brunei,2023-07-01,Strategic developments,0
Brunei,2023-07-01,Violence against civilians,0
Tuvalu,2023-07-01,Battles,0
Tuvalu,2023-07-01,Explosions/Remote violence,0
Tuvalu,2023-07-01,Protests,0
Tuvalu,2023-07-01,Riots,0
Tuvalu,2023-07-01,Strategic developments,0
Tuvalu,2023-07-01,Violence against civilians,0
Afghanistan,2023-08-01,Battles,44
Afghanistan,2023-08-01,Explosions/Remote violence,8
Afghanistan,2023-08-01,Protests,12
Afghanistan,2023-08-01,Riots,5
Afghanistan,2023-08-01,Strategic developments,18
Afghanistan,2023-08-01,Violence against civilians,36
Algeria,2023-08-01,Battles,0
Algeria,2023-08-01,Explosions/Remote violence,0
Algeria,2023-08-01,Protests,29
Algeria,2023-08-01,Riots,3
Algeria,2023-08-01,Strategic developments,2
Algeria,2023-08-01,Violence against civilians,1
Azerbaijan,2023-08-01,Battles,66
Azerbaijan,2023-08-01,Explosions/Remote violence,2
Azerbaijan,2023-08-01,Protests,9
Azerbaijan,2023-08-01,Riots,0
Azerbaijan,2023-08-01,Strategic developments,4
Azerbaijan,2023-08-01,Violence against civilians,7
Bangladesh,2023-08-01,Battles,2
Bangladesh,2023-08-01,Explosions/Remote violence,0
Bangladesh,2023-08-01,Protests,119
Bangladesh,2023-08-01,Riots,58
Bangladesh,2023-08-01,Strategic developments,0
Bangladesh,2023-08-01,Violence against civilians,15
Belize,2023-08-01,Battles,4
Belize,2023-08-01,Explosions/Remote violence,0
Belize,2023-08-01,Protests,3
Belize,2023-08-01,Riots,0
Belize,2023-08-01,Strategic developments,0
Belize,2023-08-01,Violence against civilians,4
Benin,2023-08-01,Battles,5
Benin,2023-08-01,Explosions/Remote violence,4
Benin,2023-08-01,Protests,0
Benin,2023-08-01,Riots,3
Benin,2023-08-01,Strategic developments,1
Benin,2023-08-01,Violence against civilians,13
Brazil,2023-08-01,Battles,334
Brazil,2023-08-01,Explosions/Remote violence,2
Brazil,2023-08-01,Protests,136
Brazil,2023-08-01,Riots,64
Brazil,2023-08-01,Strategic developments,30
Brazil,2023-08-01,Violence against civilians,414
Burkina Faso,2023-08-01,Battles,47
Burkina Faso,2023-08-01,Explosions/Remote violence,22
Burkina Faso,2023-08-01,Protests,4
Burkina Faso,2023-08-01,Riots,0
Burkina Faso,2023-08-01,Strategic developments,34
Burkina Faso,2023-08-01,Violence against civilians,48
Burundi,2023-08-01,Battles,2
Burundi,2023-08-01,Explosions/Remote violence,0
Burundi,2023-08-01,Protests,0
Burundi,2023-08-01,Riots,4
Burundi,2023-08-01,Strategic developments,2
Burundi,2023-08-01,Violence against civilians,14
Cameroon,2023-08-01,Battles,70
Cameroon,2023-08-01,Explosions/Remote violence,1
Cameroon,2023-08-01,Protests,2
Cameroon,2023-08-01,Riots,10
Cameroon,2023-08-01,Strategic developments,94
Cameroon,2023-08-01,Violence against civilians,141
Central African Republic,2023-08-01,Battles,11
Central African Republic,2023-08-01,Explosions/Remote violence,0
Central African Republic,2023-08-01,Protests,1
Central African Republic,2023-08-01,Riots,0
Central African Republic,2023-08-01,Strategic developments,7
Central African Republic,2023-08-01,Violence against civilians,23
Chad,2023-08-01,Battles,3
Chad,2023-08-01,Explosions/Remote violence,0
Chad,2023-08-01,Protests,4
Chad,2023-08-01,Riots,1
Chad,2023-08-01,Strategic developments,4
Chad,2023-08-01,Violence against civilians,6
Chile,2023-08-01,Battles,6
Chile,2023-08-01,Explosions/Remote violence,0
Chile,2023-08-01,Protests,120
Chile,2023-08-01,Riots,28
Chile,2023-08-01,Strategic developments,23
Chile,2023-08-01,Violence against civilians,4
Colombia,2023-08-01,Battles,96
Colombia,2023-08-01,Explosions/Remote violence,25
Colombia,2023-08-01,Protests,248
Colombia,2023-08-01,Riots,41
Colombia,2023-08-01,Strategic developments,52
Colombia,2023-08-01,Violence against civilians,137
Democratic Republic of Congo,2023-08-01,Battles,58
Democratic Republic of Congo,2023-08-01,Explosions/Remote violence,0
Democratic Republic of Congo,2023-08-01,Protests,20
Democratic Republic of Congo,2023-08-01,Riots,18
Democratic Republic of Congo,2023-08-01,Strategic developments,36
Democratic Republic of Congo,2023-08-01,Violence against civilians,91
Egypt,2023-08-01,Battles,0
Egypt,2023-08-01,Explosions/Remote violence,0
Egypt,2023-08-01,Protests,8
Egypt,2023-08-01,Riots,0
Egypt,2023-08-01,Strategic developments,0
Egypt,2023-08-01,Violence against civilians,2
El Salvador,2023-08-01,Battles,6
El Salvador,2023-08-01,Explosions/Remote violence,0
El Salvador,2023-08-01,Protests,11
El Salvador,2023-08-01,Riots,0
El Salvador,2023-08-01,Strategic developments,5
El Salvador,2023-08-01,Violence against civilians,3
Ethiopia,2023-08-01,Battles,129
Ethiopia,2023-08-01,Explosions/Remote violence,5
Ethiopia,2023-08-01,Protests,10
Ethiopia,2023-08-01,Riots,9
Ethiopia,2023-08-01,Strategic developments,24
Ethiopia,2023-08-01,Violence against civilians,53
Greece,2023-08-01,Battles,0
Greece,2023-08-01,Explosions/Remote violence,0
Greece,2023-08-01,Protests,23
Greece,2023-08-01,Riots,3
Greece,2023-08-01,Strategic developments,50
Greece,2023-08-01,Violence against civilians,6
Guatemala,2023-08-01,Battles,12
Guatemala,2023-08-01,Explosions/Remote violence,0
Guatemala,2023-08-01,Protests,13
Guatemala,2023-08-01,Riots,3
Guatemala,2023-08-01,Strategic developments,4
Guatemala,2023-08-01,Violence against civilians,112
Guyana,2023-08-01,Battles,1
Guyana,2023-08-01,Explosions/Remote violence,0
Guyana,2023-08-01,Protests,5
Guyana,2023-08-01,Riots,0
Guyana,2023-08-01,Strategic developments,0
Guyana,2023-08-01,Violence against civilians,0
Haiti,2023-08-01,Battles,36
Haiti,2023-08-01,Explosions/Remote violence,0
Haiti,2023-08-01,Protests,12
Haiti,2023-08-01,Riots,27
Haiti,2023-08-01,Strategic developments,50
Haiti,2023-08-01,Violence against civilians,60
Honduras,2023-08-01,Battles,3
Honduras,2023-08-01,Explosions/Remote violence,0
Honduras,2023-08-01,Protests,59
Honduras,2023-08-01,Riots,11
Honduras,2023-08-01,Strategic developments,18
Honduras,2023-08-01,Violence against civilians,26
India,2023-08-01,Battles,50
India,2023-08-01,Explosions/Remote violence,5
India,2023-08-01,Protests,1633
India,2023-08-01,Riots,216
India,2023-08-01,Strategic developments,94
India,2023-08-01,Violence against civilians,90
Indonesia,2023-08-01,Battles,17
Indonesia,2023-08-01,Explosions/Remote violence,0
Indonesia,2023-08-01,Protests,270
Indonesia,2023-08-01,Riots,20
Indonesia,2023-08-01,Strategic developments,22
Indonesia,2023-08-01,Violence against civilians,18
Iran,2023-08-01,Battles,5
Iran,2023-08-01,Explosions/Remote violence,0
Iran,2023-08-01,Protests,308
Iran,2023-08-01,Riots,12
Iran,2023-08-01,Strategic developments,8
Iran,2023-08-01,Violence against civilians,2
Iraq,2023-08-01,Battles,103
Iraq,2023-08-01,Explosions/Remote violence,187
Iraq,2023-08-01,Protests,41
Iraq,2023-08-01,Riots,2
Iraq,2023-08-01,Strategic developments,91
Iraq,2023-08-01,Violence against civilians,36
Jamaica,2023-08-01,Battles,7
Jamaica,2023-08-01,Explosions/Remote violence,0
Jamaica,2023-08-01,Protests,8
Jamaica,2023-08-01,Riots,2
Jamaica,2023-08-01,Strategic developments,3
Jamaica,2023-08-01,Violence against civilians,26
Kenya,2023-08-01,Battles,12
Kenya,2023-08-01,Explosions/Remote violence,3
Kenya,2023-08-01,Protests,58
Kenya,2023-08-01,Riots,47
Kenya,2023-08-01,Strategic developments,18
Kenya,2023-08-01,Violence against civilians,32
Lebanon,2023-08-01,Battles,12
Lebanon,2023-08-01,Explosions/Remote violence,5
Lebanon,2023-08-01,Protests,22
Lebanon,2023-08-01,Riots,12
Lebanon,2023-08-01,Strategic developments,2
Lebanon,2023-08-01,Violence against civilians,1
Libya,2023-08-01,Battles,9
Libya,2023-08-01,Explosions/Remote violence,2
Libya,2023-08-01,Protests,19
Libya,2023-08-01,Riots,8
Libya,2023-08-01,Strategic developments,6
Libya,2023-08-01,Violence against civilians,4
Madagascar,2023-08-01,Battles,17
Madagascar,2023-08-01,Explosions/Remote violence,0
Madagascar,2023-08-01,Protests,9
Madagascar,2023-08-01,Riots,16
Madagascar,2023-08-01,Strategic developments,7
Madagascar,2023-08-01,Violence against civilians,11
Mali,2023-08-01,Battles,34
Mali,2023-08-01,Explosions/Remote violence,20
Mali,2023-08-01,Protests,4
Mali,2023-08-01,Riots,1
Mali,2023-08-01,Strategic developments,56
Mali,2023-08-01,Violence against civilians,61
Mexico,2023-08-01,Battles,116
Mexico,2023-08-01,Explosions/Remote violence,7
Mexico,2023-08-01,Protests,460
Mexico,2023-08-01,Riots,55
Mexico,2023-08-01,Strategic developments,101
Mexico,2023-08-01,Violence against civilians,486
Mozambique,2023-08-01,Battles,3
Mozambique,2023-08-01,Explosions/Remote violence,1
Mozambique,2023-08-01,Protests,2
Mozambique,2023-08-01,Riots,2
Mozambique,2023-08-01,Strategic developments,12
Mozambique,2023-08-01,Violence against civilians,2
Myanmar,2023-08-01,Battles,328
Myanmar,2023-08-01,Explosions/Remote violence,251
Myanmar,2023-08-01,Protests,60
Myanmar,2023-08-01,Riots,0
Myanmar,2023-08-01,Strategic developments,260
Myanmar,2023-08-01,Violence against civilians,157
Niger,2023-08-01,Battles,7
Niger,2023-08-01,Explosions/Remote violence,2
Niger,2023-08-01,Protests,22
Niger,2023-08-01,Riots,1
Niger,2023-08-01,Strategic developments,5
Niger,2023-08-01,Violence against civilians,28
Nigeria,2023-08-01,Battles,91
Nigeria,2023-08-01,Explosions/Remote violence,21
Nigeria,2023-08-01,Protests,103
Nigeria,2023-08-01,Riots,16
Nigeria,2023-08-01,Strategic developments,32
Nigeria,2023-08-01,Violence against civilians,167
Pakistan,2023-08-01,Battles,84
Pakistan,2023-08-01,Explosions/Remote violence,40
Pakistan,2023-08-01,Protests,765
Pakistan,2023-08-01,Riots,38
Pakistan,2023-08-01,Strategic developments,20
Pakistan,2023-08-01,Violence against civilians,53
Palestine,2023-08-01,Battles,87
Palestine,2023-08-01,Explosions/Remote violence,16
Palestine,2023-08-01,Protests,58
Palestine,2023-08-01,Riots,255
Palestine,2023-08-01,Strategic developments,96
Palestine,2023-08-01,Violence against civilians,36
Peru,2023-08-01,Battles,1
Peru,2023-08-01,Explosions/Remote violence,0
Peru,2023-08-01,Protests,81
Peru,2023-08-01,Riots,13
Peru,2023-08-01,Strategic developments,1
Peru,2023-08-01,Violence against civilians,2
Philippines,2023-08-01,Battles,19
Philippines,2023-08-01,Explosions/Remote violence,4
Philippines,2023-08-01,Protests,24
Philippines,2023-08-01,Riots,0
Philippines,2023-08-01,Strategic developments,8
Philippines,2023-08-01,Violence against civilians,35
Puerto Rico,2023-08-01,Battles,1
Puerto Rico,2023-08-01,Explosions/Remote violence,0
Puerto Rico,2023-08-01,Protests,7
Puerto Rico,2023-08-01,Riots,1
Puerto Rico,2023-08-01,Strategic developments,3
Puerto Rico,2023-08-01,Violence against civilians,11
Russia,2023-08-01,Battles,4
Russia,2023-08-01,Explosions/Remote violence,304
Russia,2023-08-01,Protests,33
Russia,2023-08-01,Riots,1
Russia,2023-08-01,Strategic developments,73
Russia,2023-08-01,Violence against civilians,23
Rwanda,2023-08-01,Battles,0
Rwanda,2023-08-01,Explosions/Remote violence,0
Rwanda,2023-08-01,Protests,0
Rwanda,2023-08-01,Riots,0
Rwanda,2023-08-01,Strategic developments,0
Rwanda,2023-08-01,Violence against civilians,0
Senegal,2023-08-01,Battles,0
Senegal,2023-08-01,Explosions/Remote violence,0
Senegal,2023-08-01,Protests,5
Senegal,2023-08-01,Riots,4
Senegal,2023-08-01,Strategic developments,9
Senegal,2023-08-01,Violence against civilians,1
Sierra Leone,2023-08-01,Battles,0
Sierra Leone,2023-08-01,Explosions/Remote violence,0
Sierra Leone,2023-08-01,Protests,0
Sierra Leone,2023-08-01,Riots,2
Sierra Leone,2023-08-01,Strategic developments,1
Sierra Leone,2023-08-01,Violence against civilians,0
Somalia,2023-08-01,Battles,168
Somalia,2023-08-01,Explosions/Remote violence,60
Somalia,2023-08-01,Protests,10
Somalia,2023-08-01,Riots,6
Somalia,2023-08-01,Strategic developments,50
Somalia,2023-08-01,Violence against civilians,26
South Sudan,2023-08-01,Battles,5
South Sudan,2023-08-01,Explosions/Remote violence,1
South Sudan,2023-08-01,Protests,2
South Sudan,2023-08-01,Riots,1
South Sudan,2023-08-01,Strategic developments,5
South Sudan,2023-08-01,Violence against civilians,36
Sudan,2023-08-01,Battles,458
Sudan,2023-08-01,Explosions/Remote violence,97
Sudan,2023-08-01,Protests,8
Sudan,2023-08-01,Riots,0
Sudan,2023-08-01,Strategic developments,162
Sudan,2023-08-01,Violence against civilians,101
Syria,2023-08-01,Battles,284
Syria,2023-08-01,Explosions/Remote violence,416
Syria,2023-08-01,Protests,343
Syria,2023-08-01,Riots,69
Syria,2023-08-01,Strategic developments,134
Syria,2023-08-01,Violence against civilians,199
Thailand,2023-08-01,Battles,4
Thailand,2023-08-01,Explosions/Remote violence,9
Thailand,2023-08-01,Protests,29
Thailand,2023-08-01,Riots,0
Thailand,2023-08-01,Strategic developments,11
Thailand,2023-08-01,Violence against civilians,2
Trinidad and Tobago,2023-08-01,Battles,6
Trinidad and Tobago,2023-08-01,Explosions/Remote violence,0
Trinidad and Tobago,2023-08-01,Protests,9
Trinidad and Tobago,2023-08-01,Riots,4
Trinidad and Tobago,2023-08-01,Strategic developments,1
Trinidad and Tobago,2023-08-01,Violence against civilians,41
Turkey,2023-08-01,Battles,12
Turkey,2023-08-01,Explosions/Remote violence,9
Turkey,2023-08-01,Protests,277
Turkey,2023-08-01,Riots,10
Turkey,2023-08-01,Strategic developments,85
Turkey,2023-08-01,Violence against civilians,2
Uganda,2023-08-01,Battles,4
Uganda,2023-08-01,Explosions/Remote violence,0
Uganda,2023-08-01,Protests,6
Uganda,2023-08-01,Riots,17
Uganda,2023-08-01,Strategic developments,3
Uganda,2023-08-01,Violence against civilians,7
Ukraine,2023-08-01,Battles,743
Ukraine,2023-08-01,Explosions/Remote violence,3670
Ukraine,2023-08-01,Protests,6
Ukraine,2023-08-01,Riots,0
Ukraine,2023-08-01,Strategic developments,263
Ukraine,2023-08-01,Violence against civilians,2
Venezuela,2023-08-01,Battles,24
Venezuela,2023-08-01,Explosions/Remote violence,1
Venezuela,2023-08-01,Protests,172
Venezuela,2023-08-01,Riots,6
Venezuela,2023-08-01,Strategic developments,5
Venezuela,2023-08-01,Violence against civilians,20
Yemen,2023-08-01,Battles,87
Yemen,2023-08-01,Explosions/Remote violence,170
Yemen,2023-08-01,Protests,86
Yemen,2023-08-01,Riots,18
Yemen,2023-08-01,Strategic developments,65
Yemen,2023-08-01,Violence against civilians,75
Zambia,2023-08-01,Battles,0
Zambia,2023-08-01,Explosions/Remote violence,0
Zambia,2023-08-01,Protests,1
Zambia,2023-08-01,Riots,2
Zambia,2023-08-01,Strategic developments,1
Zambia,2023-08-01,Violence against civilians,0
Armenia,2023-08-01,Battles,16
Armenia,2023-08-01,Explosions/Remote violence,0
Armenia,2023-08-01,Protests,38
Armenia,2023-08-01,Riots,0
Armenia,2023-08-01,Strategic developments,1
Armenia,2023-08-01,Violence against civilians,6
Djibouti,2023-08-01,Battles,0
Djibouti,2023-08-01,Explosions/Remote violence,0
Djibouti,2023-08-01,Protests,0
Djibouti,2023-08-01,Riots,0
Djibouti,2023-08-01,Strategic developments,0
Djibouti,2023-08-01,Violence against civilians,0
Mauritania,2023-08-01,Battles,0
Mauritania,2023-08-01,Explosions/Remote violence,0
Mauritania,2023-08-01,Protests,10
Mauritania,2023-08-01,Riots,0
Mauritania,2023-08-01,Strategic developments,2
Mauritania,2023-08-01,Violence against civilians,1
Morocco,2023-08-01,Battles,0
Morocco,2023-08-01,Explosions/Remote violence,1
Morocco,2023-08-01,Protests,80
Morocco,2023-08-01,Riots,4
Morocco,2023-08-01,Strategic developments,3
Morocco,2023-08-01,Violence against civilians,0
Nepal,2023-08-01,Battles,0
Nepal,2023-08-01,Explosions/Remote violence,0
Nepal,2023-08-01,Protests,255
Nepal,2023-08-01,Riots,33
Nepal,2023-08-01,Strategic developments,4
Nepal,2023-08-01,Violence against civilians,3
Saudi Arabia,2023-08-01,Battles,0
Saudi Arabia,2023-08-01,Explosions/Remote violence,0
Saudi Arabia,2023-08-01,Protests,0
